id,title,album,duration,release,label,points,contentLang,singers,music,lyricist,info,image_200,image,image_800,video,gaana_url,saavn_url,wynk_url,hungama_url
fbd3e1ad2ace70ddd5174613fd7211a7,Bekhayali (Arijit Singh Version),Kabir Singh,370,"Jun 03, 2019",T-Series,37,hi,{'Arijit Singh'},,,,,https://a10.gaanacdn.com/gn_img/song/NOXWVgbkqL/XWVmk9rg3k/size_l_1559542404.jpg,https://a10.gaanacdn.com/gn_img/song/NOXWVgbkqL/XWVmk9rg3k/size_xl_1559542404.jpg,,https://gaana.com/song/bekhayali-arijit-singh-version,,https://wynk.in/u/iJN258y9W,
9ca22c325bc7b3eaefa257b11eb96598,First Class,Kalank,277,"Mar 22, 2019",Zee Music Co.,94,hi,"{'Neeti Mohan', 'Arijit Singh'}",{'Pritam Chakraborty'},{'Amitabh Bhattacharya'},"Presenting the song video of ""First Class"" from the upcoming Bollywood movie ""Kalank. The song is sung by Arijit Singh & Neeti Mohan, lyrics by Amitabh Bhattacharya and composed by Pritam.",https://content.hungama.com/audio%20track/display%20image/200x200%20jpeg/5961344364.jpg,https://a10.gaanacdn.com/gn_img/song/DwPKOxB3qV/PKOzOk6Bbq/size_l_1553241408.jpg,https://a10.gaanacdn.com/gn_img/song/DwPKOxB3qV/PKOzOk6Bbq/size_xl_1553241408.jpg,https://www.youtube.com/watch?v=p3HR9QDMj18,https://gaana.com/song/first-class-49,https://www.jiosaavn.com/song/first-class/CCAfHDdHfkU,https://wynk.in/u/JPTbjxJ45,https://www.hungama.com/song/first-class/47463795/
9a7acbaf8f976dd0a1176095d5098e9d,Tera Ban Jaunga,Kabir Singh,236,2019,T-Series,31,hi,"{'Akhil Sachdeva', 'Tulsi Kumar'}",{'Akhil Sachdeva'},,,,http://img.wynk.in/unsafe/320x320/top/http://s3-ap-southeast-1.amazonaws.com/bsbcms/music/1560508513/48273546.jpg,,,,https://www.jiosaavn.com/song/tera-ban-jaunga/BQ5ZeyxvBgE,https://wynk.in/u/kjvspC3iX,
3716826689cc0a1d8f751117ee9d9b94,Woh Baarishein,Woh Baarishein,232,2019,Universal Music India Pvt Ltd.,33,hi,{'Arjun Kanungo'},{''},{'Arjun Kanungo'},,https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5993082200.jpg,http://img.wynk.in/unsafe/320x320/top/http://s3-ap-southeast-1.amazonaws.com/bsbcms/srch_universalmusic/music/1560819232/srch_universalmusic_00602577975424-INUM71900025.jpg,,,,https://www.jiosaavn.com/song/woh-baarishein/OFESZgZGW1o,https://wynk.in/u/EMgVM6pSA,https://www.hungama.com/song/woh-baarishein/48334080/
833855ab2d8e804e6a4177d545831364,Dheeme Dheeme,Dheeme Dheeme,156,"May 08, 2019",T-Series,64,hi,"{'Tony Kakkar', 'Neha Sharma'}",,,Presenting Dheeme Dheeme featuring Tony Kakkar and Neha Sharma. Music composer and Lyrics by Tony Kakkar,,https://a10.gaanacdn.com/gn_img/albums/P7m3GNKqxo/7m3G4xd6Wq/size_l_1557315158.jpg,https://a10.gaanacdn.com/gn_img/albums/P7m3GNKqxo/7m3G4xd6Wq/size_xl_1557315158.jpg,https://www.youtube.com/watch?v=9mWdw-09dso,https://gaana.com/song/dheeme-dheeme-39,,https://wynk.in/u/9gpK7LnwX,
9f32a861e65d044aaf429c7a97b578ec,Kaise Hua,Kabir Singh,235,"Jun 13, 2019",T-Series,66,hi,{'Vishal Mishra'},{'Vishal Mishra'},{'Manoj Muntashir'},"Presenting the  song ""Kaise Hua"" form the movie Kabir Singh, that portrays the phase of love and affection, a melody sung by Vishal Mishra and Lyrics by Manoj Muntashir.",https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5992117249.jpg,https://a10.gaanacdn.com/gn_img/song/lJvKa56KDV/vKa794R2WD/size_l_1560412400.jpg,https://a10.gaanacdn.com/gn_img/song/lJvKa56KDV/vKa794R2WD/size_xl_1560412400.jpg,https://www.youtube.com/watch?v=WWXm39leYew,https://gaana.com/song/kaise-hua-1,"https://www.jiosaavn.com/song/kaise-hua/Iww,biZyXHA",https://wynk.in/u/dUw12kVmo,https://www.hungama.com/song/kaise-hua/48264397/
0ec1d950f2054e77f28693bf5a5d6a7f,The Hook Up Song,Student Of The Year 2,213,"Apr 18, 2019",Zee Music Co.,128,hi,"{'Neha Kakkar', 'Shekhar Ravjiani', 'Vishal Shekhar'}",{'Vishal-Shekhar'},{'Kumaar'},"Presenting the song ""Hook up song"" from the upcoming Bollywood movie ""Student of the year 2"" . The song is sung byNeha Kakkar & Shekhar RavjianiMohan, lyrics by Kumaar and composed by Vishal and Shekhar",https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5971943278.jpg,https://a10.gaanacdn.com/gn_img/albums/w4MKPDOKoj/4MKPjOM4Wo/size_l_1556260843.jpg,https://a10.gaanacdn.com/gn_img/albums/w4MKPDOKoj/4MKPjOM4Wo/size_xl_1556260843.jpg,https://www.youtube.com/watch?v=zuaLWHiRXkg,https://gaana.com/song/the-hook-up-song,https://www.jiosaavn.com/song/the-hook-up-song/HS4MVzcGfWw,https://wynk.in/u/60BUuLVb6,https://www.hungama.com/song/the-hook-up/47813179/
0465b8ebcdd60d3c7fec71ededb4830f,Mere Sohneya,Kabir Singh,193,"Jun 06, 2019",T-Series,26,hi,"{'Sachet Tandon', 'Parampara Thakur'}",,,,,https://a10.gaanacdn.com/gn_img/song/10q3ZR1352/q3Zmp6q0K5/size_l_1559793941.jpg,https://a10.gaanacdn.com/gn_img/song/10q3ZR1352/q3Zmp6q0K5/size_xl_1559793941.jpg,,https://gaana.com/song/mere-sohneya,,https://wynk.in/u/x1f8orasv,
fdef5e48f9a05b2b8e1e54b9a8d77ab3,Apna Time Aayega,Gully Boy,160,"Jan 24, 2019",Zee Music Co.,26,hi,"{'Dub Sharma', 'Ranveer Singh'}","{'DIVINE', 'Dub Sharma'}",{'DIVINE'},,https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5857923300.jpg,https://a10.gaanacdn.com/gn_img/song/zLp36PvbrG/p36VG07v3r/size_l_1547446909.jpg,https://a10.gaanacdn.com/gn_img/song/zLp36PvbrG/p36VG07v3r/size_xl_1547446909.jpg,,https://gaana.com/song/apna-time-aayega,https://www.jiosaavn.com/song/apna-time-aayega/Aj0hYRNYRXQ,https://wynk.in/u/6JuQECEdP,https://www.hungama.com/song/apna-time-aayega/46072751/
1cc78baaa1887764547ab873c2c400a2,Teri Mitti,Kesari,314,"Mar 15, 2019",Zee Music Co.,60,hi,{'B Praak'},{'Arko'},{'Manoj Muntashir'},"Presenting ""Teri Mitti"" song from the upcoming Bollywood movie ""Kesari"". This song is sung by B Praak, lyrics by Manoj Muntashir and composed by Arko.",https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5960817665.jpg,https://a10.gaanacdn.com/gn_img/song/jBr3gybR1m/r3gm60p9bR/size_l_1552640726.jpg,https://a10.gaanacdn.com/gn_img/song/jBr3gybR1m/r3gm60p9bR/size_xl_1552640726.jpg,https://www.youtube.com/watch?v=wF_B_aagLfI,https://gaana.com/song/teri-mitti,https://www.jiosaavn.com/song/teri-mitti/SSUxeQxfX3o,https://wynk.in/u/mUAwhR7PV,https://www.hungama.com/song/teri-mitti/47373485/
eb5d8e4e1ce0e95a0ff8a3fd60368542,Chale Aana,De De Pyaar De,271,"May 02, 2019",T-Series,109,hi,{'Armaan Malik'},{'Amaal Mallik'},{'Kunaal Vermaa'},"Presenting Chale Aana from De De Pyaar De, a song that'll tug at your every heartstring, picturized on Ajay Devgn & Rakul Preet Singh. Enjoy the soulful voice of Armaan Malik in the melodious composition by Amaal Mallik and the heart touching lyrics by Kunaal Vermaa. Music Label: T-Series",https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5979852422.jpg,https://a10.gaanacdn.com/gn_img/song/dwN398KDPa/N39AzwB53D/size_l_1556867121.jpg,https://a10.gaanacdn.com/gn_img/song/dwN398KDPa/N39AzwB53D/size_xl_1556867121.jpg,https://www.youtube.com/watch?v=mNxd1GEDYiQ,https://gaana.com/song/chale-aana-1,https://www.jiosaavn.com/song/chale-aana/Ox0uQEZxBXY,,https://www.hungama.com/song/chale-aana/47911531/
3b8799bad90be1d8311e76ca2becbdea,Chashni,Bharat,266,"May 01, 2019",T-Series,78,hi,{'Abhijeet Srivastava'},{'Vishal-Shekhar'},{'Irshad Kamil'},"Presenting the new romantic song âChashniâ, In the soulful voice of Abhijeet Srivastava, featuring Salman Khan and Katrina KaifArtist - Vishal & Shekhar feat. Abhijeet Srivastava Lyrics: Irshad Kamil composed by  Vishal & Shekhar",https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5973311049.jpg,https://a10.gaanacdn.com/gn_img/song/P7m3GNKqxo/m3Gy2ly6bq/size_l_1556646456.jpg,https://a10.gaanacdn.com/gn_img/song/P7m3GNKqxo/m3Gy2ly6bq/size_xl_1556646456.jpg,https://www.youtube.com/watch?v=tTHNWT3dU-E,https://gaana.com/song/chashni-1,https://www.jiosaavn.com/song/chashni/J1BYeCVgAAM,,https://www.hungama.com/song/chashni/47893140/
9b32bcf77a474043ef556cf7f9a255bd,The Jawaani Song,Student Of The Year 2,253,"Apr 18, 2019",Zee Music Co.,73,hi,"{'Kishore Kumar', 'Vishal Dadlani', 'Payal Dev', 'Vishal Shekhar'}",{'Vishal-Shekhar'},{'Anand Bakshi'},"Presenting the song video of ""The Jawani Song"" from the upcoming Bollywood movie ""Student of the Year 2"". Original Playback Singer is Kishore Kumar and Play Back Singer is Vishal Dadlani, Payal Dev. Original lyrics by Anand Bakshi and additional lyrics by Anvita Dutt. Original Music Composer by RD Burman and Music Recreated by Vishal & Shekhar.",https://content.hungama.com/audio%20track/display%20image/200x200%20jpeg/5971964399.jpg,https://a10.gaanacdn.com/gn_img/song/d41WjnWPLq/1WjXoBeAKP/size_l_1555568773.jpg,https://a10.gaanacdn.com/gn_img/song/d41WjnWPLq/1WjXoBeAKP/size_xl_1555568773.jpg,https://www.youtube.com/watch?v=osBCBg8WAsM,https://gaana.com/song/the-jawaani-song,https://www.jiosaavn.com/song/the-jawaani-song/Qh1cfEVRAVo,,https://www.hungama.com/song/the-jawaani-song/47755753/
1d7d7a328b733fdb97759d4a052a988f,Sajna Ve,Sajna Ve,197,"May 20, 2019",Universal Music India Pvt Ltd.,39,hi,"{'Vishal Mishra', 'Lisa Mishra'}",{''},{'Vishal Mishra'},,https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5982257163.jpg,https://a10.gaanacdn.com/gn_img/albums/R7vKX66Wmr/7vKXqvAg3m/size_m.jpg,https://a10.gaanacdn.com/gn_img/albums/R7vKX66Wmr/7vKXqvAg3m/size_m.jpg,,https://gaana.com/song/sajna-ve-24,https://www.jiosaavn.com/song/sajna-ve/OwNZBUVZUV8,,https://www.hungama.com/song/sajna-ve/48056556/
119a9434be3d74e2556792d82849250d,Jugraafiya,Super 30,274,"Jun 15, 2019",Zee Music Co.,38,hi,"{'Udit Narayan', 'Shreya Ghoshal'}",{'Ajay-Atul'},{'Amitabh Bhattacharya'},,https://content.hungama.com/audio%20track/display%20image/200x200%20jpeg/5992256189.jpg,https://a10.gaanacdn.com/gn_img/song/zLp36PvbrG/p36Lw5lvbr/size_l_1560534809.jpg,https://a10.gaanacdn.com/gn_img/song/zLp36PvbrG/p36Lw5lvbr/size_xl_1560534809.jpg,,https://gaana.com/song/jugraafiya,https://www.jiosaavn.com/song/jugraafiya/GB0KQR1UVl8,,https://www.hungama.com/song/jugraafiya/48275458/
b678ad0938c4f0df76ab23e5c9603a8d,Kalank - Title Track,Kalank,311,"Mar 31, 2019",Zee Music Co.,49,hi,{'Arijit Singh'},{'Pritam Chakraborty'},{'Amitabh Bhattacharya'},"Presenting ""Kalank"" song from the upcoming Bollywood movie ""Kalak"". This song is sung by Arijit Singh, lyrics by Amitabh Bhattacharya and composed by Pritam.",https://content.hungama.com/audio%20track/display%20image/200x200%20jpeg/5962956208.jpg,https://a10.gaanacdn.com/gn_img/song/YoEWlabzXB/EWlqaVYybz/size_l_1554023214.jpg,https://a10.gaanacdn.com/gn_img/song/YoEWlabzXB/EWlqaVYybz/size_xl_1554023214.jpg,https://www.youtube.com/watch?v=wKuP5Hz30ws,https://gaana.com/song/kalank-title-track,https://www.jiosaavn.com/song/kalank-title-track/HSAPVBt-Zx4,,https://www.hungama.com/song/kalank-title-track/47552475/
0aa14c9da70253b7684ad1f5d82e39cf,Machayenge,Machayenge,153,2019,Artist Aloud_APP,20,hi,{'Emiway Bantai'},{'Tony James'},{'Emiway Bantai'},,https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5858275719.jpg,https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5858275719.jpg,,,,https://www.jiosaavn.com/song/machayenge/XT5fWgAHX0c,,https://www.hungama.com/song/machayenge/46464168/
9ce45fff99c5054d6e44ded5bd636e21,Biba,Biba,175,2019,Joytime Collective,14,hi,"{'Pardeep Singh Sran', 'Shirley Setia', 'Marshmello', 'Pritam Chakraborty', 'Dev Negi'}",{''},,,,,,,,https://www.jiosaavn.com/song/biba/ICERW0MFfQs,,
2ea779cc46d75156a4fd01b9a04e816f,Nai Lagda,Notebook,287,2019,T-Series,12,hi,"{'Asees Kaur', 'Vishal Mishra'}",{'Vishal Mishra'},{'Akshay Tripathi'},,https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5954136355.jpg,https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5954136355.jpg,,,,https://www.jiosaavn.com/song/nai-lagda/ChkGCBtxZx4,,https://www.hungama.com/song/nai-lagda/47314725/
47e492d25c91f14764043ae18e0c6453,Mafiyaan,Mafiyaan,214,"Jun 06, 2019",Universal Music India Pvt Ltd.,16,hi,"{'Sukriti Kakar', 'Prakriti Kakar', 'Mellow D'}",{''},,,,https://a10.gaanacdn.com/gn_img/albums/0wrb4kNWLg/wrb4goDNWL/size_m.jpg,https://a10.gaanacdn.com/gn_img/albums/0wrb4kNWLg/wrb4goDNWL/size_m.jpg,,https://gaana.com/song/mafiyaan,https://www.jiosaavn.com/song/mafiyaan/KScmZDgIbwc,,
9bab3077e46bf8f5aae1f46332316dad,Hauli Hauli,De De Pyaar De,209,"Apr 26, 2019",T-Series,77,hi,"{'Neha Kakkar', 'Garry Sandhu', 'Mellow D'}",{'Tanishk Bagchi'},{'Tanishk Bagchi'},"HAULI HAULI from De De Pyaar De starring Ajay Devgn, Tabu & Rakul Preet! Sung by Garry Sandhu & Neha Kakkar, recreated by Tanishk Bagchi, Music - Tanishk Bagchi Lyrics - Tanishk Bagchi, Garry Sandhu",https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5971960522.jpg,https://a10.gaanacdn.com/gn_img/song/dwN39y83DP/N39awnQV3D/size_l_1556262425.jpg,https://a10.gaanacdn.com/gn_img/song/dwN39y83DP/N39awnQV3D/size_xl_1556262425.jpg,https://www.youtube.com/watch?v=leyEatUq00E,https://gaana.com/song/hauli-hauli-9,https://www.jiosaavn.com/song/hauli-hauli/JzJfUCBgTko,,https://www.hungama.com/song/hauli-hauli/47814165/
7d3541e31da207035b22e178af7fcc10,Haaye Oye,Haaye Oye,200,"Mar 22, 2019",Sony Music Entertainment India Pvt. Ltd.,5,hi,"{'Ash King', 'Qaran'}",{'QARAN'},,,,https://a10.gaanacdn.com/gn_img/albums/koMWQ7BKqL/oMWQq8MBWq/size_l_1561531992.jpg,https://a10.gaanacdn.com/gn_img/albums/koMWQ7BKqL/oMWQq8MBWq/size_xl_1561531992.jpg,,https://gaana.com/song/haaye-oye-1,https://www.jiosaavn.com/song/haaye-oye/KC0cQQRHUn0,,
df2cba4e55bd4ae3be55770a1274f340,Dil Aziz,Dil Aziz,273,2019,Artist Originals,4,hi,"{'Dheeraj', 'Subhash'}","{'The Mellow Turtle', 'Tre Ess'}",,,,,,,,https://www.jiosaavn.com/song/dil-aziz/CAI9A01JT3s,,
25614c7fdb77c13d5b9c78e1087358a8,Tu Na Mera,Tu Na Mera,222,2019,Universal Music India Pvt Ltd.,3,hi,{'Arjun Kanungo'},{''},,,,,,,,https://www.jiosaavn.com/song/tu-na-mera/SV4kAARoAkc,,
e103a8cd40b649c219fcbc900aa14070,Ek Ladki Ko Dekha Toh Aisa Laga - Title Track,Ek Ladki Ko Dekha Toh Aisa Laga,155,2019,Saregama,4,hi,"{'Darshan Raval', 'Rochak Kohli'}",{'Rochak Kohli'},{'Javed Akhtar'},,https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5884761457.jpg,https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5884761457.jpg,,,,https://www.jiosaavn.com/song/ek-ladki-ko-dekha-toh-aisa-laga---title-track/Rjxefj5kVQc,,https://www.hungama.com/song/ek-ladki-ko-dekha-toh-aisa-laga---title-track/45370885/
c032eca0e682ef788cedcd7b6b5bffb1,Mungda,Total Dhamaal,196,"Feb 05, 2019",Saregama,13,hi,"{'Subhro Ganguly', 'Shaan', 'Jyotica Tangri'}",{'Gourov-Roshin'},{'Kunwar Juneja'},"Presenting the song video of Mungda - the absolutely sizzling dance number from Total Dhamaal, featuring Sonakshi Sinha and Ajay Devgn. The song is sung by Jyotica Tangri, Shaan, and Subhro Ganguly and is re-arranged by Gourov-Roshin with additional lyrics penned by Kunwar Juneja.",https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5953544688.jpg,https://a10.gaanacdn.com/gn_img/song/81l3Mye3rM/l3M7q1X1br/size_l_1549281585.jpg,https://a10.gaanacdn.com/gn_img/song/81l3Mye3rM/l3M7q1X1br/size_xl_1549281585.jpg,https://www.youtube.com/watch?v=iD63CfkizWM,https://gaana.com/song/mungda-10,https://www.jiosaavn.com/song/mungda/QS47aURoQ3g,,https://www.hungama.com/song/mungda/46826204/
43a12290892e9dc4833db0d1b7b10256,Slowly Slowly,Guru Randhawa Ft. Pitbull,,,,19,,,,,"Presenting the song ""SLOWLY SLOWLY"" The song is sung by Guru Randhawa ft. Pitbull, lyrics by Guru Randhawa, Pitbull and composed by Guru Randhawa",,,,https://www.youtube.com/watch?v=hGsVLXnFgbA,,,,
e0135a57121962420897a4837f54107a,Ghar More Pardesiya,Kalank,320,"Mar 18, 2019",,14,hi,{'Shreya Ghoshal'},,{'Amitabh Bhattacharya'},"Love and grandeur come alive with Ghar More Pardesiya from the movie Kalank. This song is sung by Shreya Ghoshal with Vaishali Mhade, lyrics by Amitabh Bhattacharya and composed by Pritam.",https://content.hungama.com/audio%20track/display%20image/200x200%20jpeg/5960771243.jpg,https://a10.gaanacdn.com/gn_img/song/ZaP37OR3Dy/P37jYo26KD/size_l_1552891365.jpg,https://a10.gaanacdn.com/gn_img/song/ZaP37OR3Dy/P37jYo26KD/size_xl_1552891365.jpg,https://www.youtube.com/watch?v=Fdk3brbEkPw,https://gaana.com/song/ghar-more-pardesiya,,,https://www.hungama.com/song/ghar-more-pardesiya/47410816/
901cee5e25e84738d3dbd9ad9af5348b,Duniya,Luka Chuppi,,,,13,,,,,"Presenting the song ""Duniya"" from the upcoming Bollywood movie ""Luka Chuppi. The song is sung by Akhil, lyrics by Kunaal Vermaa.",,,,https://www.youtube.com/watch?v=hVCYwwFwGEE,,,,
40bc1d611386658e8a9739f558fbe3b1,Aila Re,Malaal,192,"May 29, 2019",,25,hi,"{'Shreyas Puranik', 'Vishal Dadlani'}",,{'Prashant Ingole'},,https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5995708800.jpg,https://a10.gaanacdn.com/gn_img/song/lJvKa56KDV/vKa7m8RxWD/size_l_1559064006.jpg,https://a10.gaanacdn.com/gn_img/song/lJvKa56KDV/vKa7m8RxWD/size_xl_1559064006.jpg,,https://gaana.com/song/aila-re-3,,,https://www.hungama.com/song/aila-re/48140376/
